model,error_type,error_step,step_name,is_compound,compound_steps,severity,severity_physical,severity_physical_normalized,task_query,has_traces,delta_word_count,injection_position,n_sentences_affected,text_length_before,text_length_after,n_words_changed,length_change_ratio,n_nouns,n_adjs,n_verbs,n_advs,n_entities,survival_at_final,n_steps_propagated,combined_score,combined_score_v2,combined_score_v3,quality_score,keyword_score,assertion_score,is_valid,rubric_accuracy,rubric_completeness,rubric_coherence,rubric_usefulness,tfidf_similarity,precision,recall,f1,unigram_retention,bigram_retention,verify_detected,step_compression_mean,failure_rate
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.568,1,90,98,8,1.0888888888888888,3,1,3,0,1,0.0,2,0.6000000000000001,,,,0.0,0.5,0,,,,,0.2645,1.0,0.5,0.6667,0.5238,0.3043,1,4.0481,0.025798304167418285
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.438,1,95,103,8,1.0842105263157895,1,4,2,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.422,1.0,0.75,0.8571,0.381,0.3043,0,4.158,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.472,1,95,99,4,1.0421052631578946,1,0,2,1,1,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.3703,1.0,0.75,0.8571,0.381,0.2609,0,4.1524,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.556,1,90,99,9,1.1,2,1,6,0,1,0.075,2,0.6000000000000001,,,,0.0,0.5,0,,,,,0.4129,1.0,0.5,0.6667,0.6667,0.4348,1,4.0331,0.025798304167418285
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.497,1,75,84,9,1.12,2,1,6,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.4171,1.0,0.75,0.8571,0.5714,0.3478,0,3.9544,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.552,1,90,98,8,1.0888888888888888,3,2,2,0,1,0.0,2,0.6000000000000001,,,,0.0,0.5,0,,,,,0.2645,1.0,0.5,0.6667,0.5238,0.3043,1,4.0475,0.025798304167418285
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.435,1,95,104,9,1.0947368421052632,2,1,4,1,1,0.0,1,0.6000000000000001,,,,0.0,0.5,0,,,,,0.2645,1.0,0.5,0.6667,0.5238,0.3043,1,4.0706,0.025798304167418285
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.509,1,75,83,8,1.1066666666666667,3,1,3,0,1,0.0,1,0.8200000000000001,,,,0.0,0.75,1,,,,,0.5659,1.0,0.75,0.8571,0.7143,0.5217,0,3.9852,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.615,1,67,76,9,1.1343283582089552,3,2,2,0,1,0.0,1,0.7000000000000001,,,,0.0,0.75,0,,,,,0.3832,1.0,0.75,0.8571,0.5238,0.3913,1,4.164,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.497,1,75,84,9,1.12,2,1,6,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.4171,1.0,0.75,0.8571,0.5714,0.3478,0,3.9544,0.0
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.5,1,46,54,8,1.173913043478261,3,1,3,0,1,0.0,1,0.5666666666666667,,,,0.0,0.75,1,,,,,0.4728,1.0,0.75,0.8571,0.8095,0.5217,0,3.9881,0.07992062060256187
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.434,1,95,103,8,1.0842105263157895,3,2,2,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.422,1.0,0.75,0.8571,0.381,0.3043,0,4.158,0.0
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.439,1,25,29,4,1.16,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.9226,0.75,0.75,0.75,1.0,1.0,0,3.9786,0.10698177882013367
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,9,0.452,1,95,102,7,1.0736842105263158,2,0,4,1,1,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.3703,1.0,0.75,0.8571,0.381,0.2609,0,4.1566,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.674,1,70,74,4,1.0571428571428572,1,0,2,1,1,0.0,3,0.6000000000000001,,,,0.0,0.5,0,,,,,0.4302,1.0,0.5,0.6667,0.5714,0.4348,1,4.1124,0.025798304167418285
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.471,1,46,55,9,1.1956521739130435,3,2,2,0,1,0.0,1,0.5571428571428572,,,,0.0,0.75,1,,,,,0.4681,1.0,0.75,0.8571,0.7619,0.5217,0,3.9881,0.09538413958403137
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.653,1,71,75,4,1.056338028169014,1,0,2,1,1,0.0,2,0.6000000000000001,,,,0.0,0.5,0,,,,,0.2826,1.0,0.5,0.6667,0.5238,0.2609,1,3.9786,0.025798304167418285
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.464,1,21,25,4,1.1904761904761905,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.6919,0.75,0.75,0.75,0.8095,0.6957,0,3.953,0.10698177882013367
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.666,1,54,58,4,1.0740740740740742,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.4338,0.75,0.75,0.75,0.7143,0.3913,0,3.9957,0.10698177882013367
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.297,1,13,22,9,1.6923076923076923,2,1,6,0,1,0.0,1,0.55,,,,0.0,0.75,1,,,,,0.3535,1.0,0.75,0.8571,0.4286,0.3043,0,3.979,0.10698177882013349
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,12,0.582,1,54,64,10,1.1851851851851851,2,1,3,1,2,0.0,1,0.35000000000000003,,,,0.0,0.75,0,,,,,0.4222,1.0,0.75,0.8571,0.7619,0.3913,1,4.0436,0.43171567743099404
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.287,1,13,21,8,1.6153846153846154,3,2,2,0,1,0.0,1,0.5571428571428572,,,,0.0,0.75,1,,,,,0.3648,1.0,0.75,0.8571,0.4286,0.3043,0,3.9834,0.09538413958403137
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,9,0.514,1,46,53,7,1.1521739130434783,2,0,4,1,1,0.0,3,0.2800000000000001,,,,0.0,0.75,1,,,,,0.502,0.6,0.75,0.6667,0.7619,0.5217,0,3.9853,0.5453725419447951
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.297,1,13,21,8,1.6153846153846154,1,4,2,0,1,0.0,1,0.3571428571428572,,,,0.0,0.75,0,,,,,0.3648,1.0,0.75,0.8571,0.4286,0.3043,1,4.012,0.4201180381948918
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.289,1,13,22,9,1.6923076923076923,2,1,4,1,1,0.0,1,0.3666666666666667,,,,0.0,0.75,0,,,,,0.3182,1.0,0.75,0.8571,0.4286,0.3043,1,4.0972,0.4046545192134223
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.694,1,39,47,8,1.205128205128205,3,1,3,0,1,0.0,1,0.26666666666666666,,,,0.0,0.5,0,,,,,0.324,1.0,0.5,0.6667,0.6667,0.3913,1,4.0662,0.5670214685188526
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.664,1,50,58,8,1.16,3,1,3,0,1,0.0,1,0.26666666666666666,,,,0.0,0.5,0,,,,,0.3289,1.0,0.5,0.6667,0.6667,0.3478,1,4.0479,0.5670214685188526
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.355,1,17,26,9,1.5294117647058822,2,1,6,0,1,0.0,1,0.35000000000000003,,,,0.0,0.75,0,,,,,0.2445,1.0,0.75,0.8571,0.381,0.1739,1,3.9817,0.43171567743099404
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.439,1,12,16,4,1.3333333333333333,1,0,2,1,1,0.0,3,0.25,,,,0.0,0.5,0,,,,,0.5024,0.6667,0.5,0.5714,0.4762,0.3478,1,4.07,0.5940826267364243
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.306,1,207,215,8,1.038647342995169,3,2,2,0,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9379,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,12,0.306,1,207,217,10,1.0483091787439613,2,1,3,1,2,0.0,3,1.0,,,,1.0,1.0,1,,,,,0.7333,1.0,1.0,1.0,0.9524,0.7308,0,2.9352,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.311,1,207,215,8,1.038647342995169,3,1,2,0,1,0.24,5,0.9040000000000001,,,,1.0,1.0,1,,,,,0.7987,1.0,1.0,1.0,0.9048,0.6923,0,2.932,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.309,1,207,216,9,1.0434782608695652,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,0.8344,1.0,1.0,1.0,0.9524,0.7308,0,2.9365,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,12,0.305,1,207,217,10,1.0483091787439613,4,0,3,1,1,0.15,5,0.94,,,,1.0,1.0,1,,,,,0.8098,1.0,1.0,1.0,0.9048,0.6923,0,2.9486,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,15,0.304,1,207,220,13,1.0628019323671498,2,1,5,1,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9902,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.312,1,207,214,7,1.0338164251207729,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.8344,1.0,1.0,1.0,0.9524,0.7308,0,2.9153,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.312,1,207,214,7,1.0338164251207729,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.8344,1.0,1.0,1.0,0.9524,0.7308,0,2.9153,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.307,1,207,216,9,1.0434782608695652,2,1,6,0,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9275,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.309,1,207,216,9,1.0434782608695652,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,0.9368,1.0,1.0,1.0,0.9524,0.8077,0,2.9551,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.309,1,207,216,9,1.0434782608695652,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,0.8344,1.0,1.0,1.0,0.9524,0.7308,0,2.9365,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.431,1,125,133,8,1.064,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9016,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.312,1,207,214,7,1.0338164251207729,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.7987,1.0,1.0,1.0,0.9048,0.6923,0,2.9396,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.31,1,207,215,8,1.038647342995169,3,0,4,0,2,0.24,1,0.9040000000000001,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9365,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,14,0.303,1,207,219,12,1.0579710144927537,4,3,3,0,1,0.2,4,0.6933333333333334,,,,1.0,1.0,0,,,,,0.768,1.0,1.0,1.0,0.9048,0.6538,1,3.1106,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.443,1,125,133,8,1.064,3,1,2,0,1,0.24,5,0.9040000000000001,,,,1.0,1.0,1,,,,,0.5639,1.0,1.0,1.0,0.8095,0.5769,0,2.8274,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,15,0.427,1,125,138,13,1.104,2,1,5,1,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.9924,1.0,1.0,1.0,1.0,0.9231,0,2.9076,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.305,1,207,216,9,1.0434782608695652,3,2,2,0,1,0.0,4,0.5777777777777778,,,,1.0,1.0,0,,,,,0.701,1.0,1.0,1.0,0.9524,0.7308,1,3.0251,0.06187984845751395
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.439,1,125,134,9,1.072,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9022,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.419,1,122,131,9,1.0737704918032787,3,2,2,0,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.6891,1.0,1.0,1.0,0.9048,0.6154,0,2.8673,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.444,1,125,132,7,1.056,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9019,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.433,1,122,129,7,1.0573770491803278,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.9924,1.0,1.0,1.0,1.0,0.9231,0,2.9057,0.0
