model,error_type,error_step,step_name,is_compound,compound_steps,severity,severity_physical,severity_physical_normalized,task_query,has_traces,delta_word_count,injection_position,n_sentences_affected,text_length_before,text_length_after,n_words_changed,length_change_ratio,n_nouns,n_adjs,n_verbs,n_advs,n_entities,survival_at_final,n_steps_propagated,combined_score,combined_score_v2,combined_score_v3,quality_score,keyword_score,assertion_score,is_valid,rubric_accuracy,rubric_completeness,rubric_coherence,rubric_usefulness,tfidf_similarity,precision,recall,f1,unigram_retention,bigram_retention,verify_detected,step_compression_mean,failure_rate
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.549,1,90,99,9,1.1,3,2,2,0,1,0.0,3,0.6600000000000001,,,,0.0,0.75,1,,,,,0.3712,1.0,0.75,0.8571,0.6364,0.4545,0,3.9863,0.09819819819819808
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.602,1,90,94,4,1.0444444444444445,1,0,2,1,1,0.0,2,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6598,1.0,0.75,0.8571,0.9091,0.7273,0,4.0618,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,Were Scott Derrickson and Ed Wood of the same nationality?,True,12,0.419,1,120,130,10,1.0833333333333333,2,1,3,1,2,0.0,2,0.7600000000000001,,,,1.0,1.0,1,,,,,0.3606,0.8,1.0,0.8889,0.7273,0.3636,0,4.0338,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.602,1,90,94,4,1.0444444444444445,1,0,2,1,1,0.0,2,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6598,1.0,0.75,0.8571,0.9091,0.7273,0,4.0618,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1111,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.602,1,90,94,4,1.0444444444444445,1,0,2,1,1,0.0,2,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6598,1.0,0.75,0.8571,0.9091,0.7273,0,4.0618,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.421,1,120,129,9,1.075,2,1,6,0,1,0.0,2,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6664,1.0,0.75,0.8571,0.9091,0.7273,0,4.0378,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.418,1,120,128,8,1.0666666666666667,3,2,2,0,1,0.0,2,0.8314285714285714,,,,0.0,0.75,1,,,,,0.5349,1.0,0.75,0.8571,0.9091,0.7273,0,4.0377,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.509,1,75,83,8,1.1066666666666667,3,1,3,0,1,0.0,1,0.8200000000000001,,,,0.0,0.75,1,,,,,0.5216,1.0,0.75,0.8571,0.9091,0.8182,0,3.9852,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.471,1,95,99,4,1.0421052631578946,1,0,2,1,1,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.4024,1.0,0.75,0.8571,0.5455,0.4545,0,4.1524,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.316,1,64,68,4,1.0625,1,0,2,1,1,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.3942,1.0,0.75,0.8571,0.9091,0.7273,0,3.9824,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.546,1,75,79,4,1.0533333333333332,1,0,2,1,1,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6598,1.0,0.75,0.8571,0.9091,0.7273,0,4.0775,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.438,1,95,103,8,1.0842105263157895,1,4,2,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.4817,1.0,0.75,0.8571,0.5455,0.4545,0,4.158,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.289,1,63,71,8,1.126984126984127,3,1,3,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.3907,1.0,0.75,0.8571,0.9091,0.8182,0,3.9841,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.438,1,95,104,9,1.0947368421052632,2,1,6,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.4817,1.0,0.75,0.8571,0.5455,0.4545,0,4.1594,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.471,1,95,99,4,1.0421052631578946,1,0,2,1,1,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.4024,1.0,0.75,0.8571,0.5455,0.4545,0,4.1524,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.497,1,75,84,9,1.12,2,1,6,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.3826,1.0,0.75,0.8571,0.6364,0.4545,0,3.9544,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1667,Were Scott Derrickson and Ed Wood of the same nationality?,True,9,0.518,1,75,82,7,1.0933333333333333,2,0,4,1,1,0.0,3,0.804,,,,0.0,0.75,1,,,,,0.675,1.0,0.75,0.8571,1.0,1.0,0,4.0133,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.602,1,71,79,8,1.1126760563380282,3,2,2,0,1,0.0,1,0.9000000000000001,,,,0.0,0.75,1,,,,,0.5349,1.0,0.75,0.8571,0.9091,0.7273,0,3.9958,0.0
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.558,1,46,50,4,1.0869565217391304,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.4436,0.75,0.75,0.75,0.9091,0.7273,0,3.9854,0.24849849849849864
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.281,1,13,22,9,1.6923076923076923,3,2,2,0,1,0.0,1,0.5571428571428572,,,,0.0,0.75,1,,,,,0.3644,1.0,0.75,0.8571,0.5455,0.4545,0,3.979,0.23873873873873877
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.434,1,13,17,4,1.3076923076923077,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.5229,0.75,0.75,0.75,0.6364,0.4545,0,4.091,0.24849849849849864
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.558,1,46,50,4,1.0869565217391304,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.4436,0.75,0.75,0.75,0.9091,0.7273,0,3.9854,0.24849849849849864
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.32,1,25,33,8,1.32,1,4,2,0,1,0.0,1,0.5571428571428572,,,,0.0,0.75,1,,,,,0.4814,1.0,0.75,0.8571,0.9091,0.7273,0,3.9731,0.23873873873873877
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.62,1,51,60,9,1.1764705882352942,2,1,6,0,1,0.0,1,0.55,,,,0.0,0.75,1,,,,,0.3755,1.0,0.75,0.8571,0.9091,0.8182,0,4.0014,0.2484984984984985
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.5,1,46,54,8,1.173913043478261,3,1,3,0,1,0.0,1,0.5666666666666667,,,,0.0,0.75,1,,,,,0.373,1.0,0.75,0.8571,0.9091,0.7273,0,3.9881,0.2257257257257258
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,6,0.434,1,13,17,4,1.3076923076923077,1,0,2,1,1,0.0,3,0.5499999999999999,,,,0.0,0.75,1,,,,,0.5229,0.75,0.75,0.75,0.6364,0.4545,0,4.091,0.24849849849849864
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,Were Scott Derrickson and Ed Wood of the same nationality?,True,9,0.514,1,46,53,7,1.1521739130434783,2,0,4,1,1,0.0,3,0.2800000000000001,,,,0.0,0.75,1,,,,,0.4328,0.6,0.75,0.6667,0.9091,0.7273,0,3.9853,0.6174174174174173
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,10,0.287,1,13,21,8,1.6153846153846154,3,2,2,0,1,0.0,1,0.5571428571428572,,,,0.0,0.75,1,,,,,0.4064,1.0,0.75,0.8571,0.6364,0.4545,0,3.9854,0.23873873873873877
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,Were Scott Derrickson and Ed Wood of the same nationality?,True,11,0.295,1,13,22,9,1.6923076923076923,2,1,6,0,1,0.0,1,0.55,,,,0.0,0.75,1,,,,,0.3344,1.0,0.75,0.8571,0.6364,0.4545,0,3.9813,0.2484984984984985
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.306,1,207,215,8,1.038647342995169,3,2,2,0,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.8862,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.311,1,207,215,8,1.038647342995169,3,1,2,0,1,0.24,5,0.9040000000000001,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9365,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,12,0.306,1,207,217,10,1.0483091787439613,2,1,3,1,2,0.0,3,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9607,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.309,1,207,216,9,1.0434782608695652,3,2,2,1,1,0.0857,2,0.9657142857142857,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.948,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,15,0.304,1,207,220,13,1.0628019323671498,2,1,5,1,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9669,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,12,0.305,1,207,217,10,1.0483091787439613,4,0,3,1,1,0.15,5,0.94,,,,1.0,1.0,1,,,,,0.8344,1.0,1.0,1.0,0.9524,0.7308,0,2.9472,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.312,1,207,214,7,1.0338164251207729,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.9259,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.312,1,207,214,7,1.0338164251207729,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.8398,1.0,1.0,1.0,0.9524,0.7308,0,2.912,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.31,1,207,215,8,1.038647342995169,3,0,4,0,2,0.24,1,0.9040000000000001,,,,1.0,1.0,1,,,,,0.8398,1.0,1.0,1.0,0.9524,0.7308,0,2.9227,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.312,1,207,214,7,1.0338164251207729,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.7987,1.0,1.0,1.0,0.9048,0.6923,0,2.9203,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.309,1,207,216,9,1.0434782608695652,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,0.7987,1.0,1.0,1.0,0.9048,0.6923,0,2.9608,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.307,1,207,216,9,1.0434782608695652,2,1,6,0,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.948,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0625,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.309,1,207,216,9,1.0434782608695652,3,2,2,1,1,0.0857,2,0.9657142857142857,,,,1.0,1.0,1,,,,,0.7404,1.0,1.0,1.0,0.9524,0.7308,0,2.948,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.431,1,125,133,8,1.064,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9021,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.431,1,122,130,8,1.0655737704918034,3,1,2,0,1,0.24,5,0.9040000000000001,,,,1.0,1.0,1,,,,,0.6409,1.0,1.0,1.0,0.8571,0.5769,0,2.8609,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,15,0.427,1,125,138,13,1.104,2,1,5,1,1,0.0,2,1.0,,,,1.0,1.0,1,,,,,0.9924,1.0,1.0,1.0,1.0,0.9231,0,2.9076,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.444,1,125,132,7,1.056,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9019,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.439,1,125,134,9,1.072,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9022,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.444,1,125,132,7,1.056,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9019,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.434,1,125,134,9,1.072,2,1,6,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9022,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.439,1,125,134,9,1.072,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9022,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.439,1,125,134,9,1.072,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.8608,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.44,1,125,133,8,1.064,3,0,4,0,2,0.24,1,0.9040000000000001,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9016,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.2,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.468,1,41,49,8,1.1951219512195121,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,0.8785,1.0,1.0,1.0,0.9048,0.8462,0,2.8532,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.1,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.444,1,125,132,7,1.056,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9019,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,12,0.396,1,75,85,10,1.1333333333333333,2,1,3,1,2,0.0,1,1.0,,,,1.0,1.0,1,,,,,0.8143,1.0,1.0,1.0,0.8571,0.7692,0,2.8505,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.411,1,75,83,8,1.1066666666666667,3,1,2,0,1,0.24,5,0.9040000000000001,,,,1.0,1.0,1,,,,,0.8143,1.0,1.0,1.0,0.8571,0.7692,0,2.8491,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.2,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.49,1,41,50,9,1.2195121951219512,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,0.8135,1.0,1.0,1.0,0.8095,0.6538,0,2.8595,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.414,1,75,82,7,1.0933333333333333,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9056,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.392,1,75,84,9,1.12,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9071,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.2,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,15,0.464,1,55,68,13,1.2363636363636363,2,1,5,1,1,0.0,3,1.0,,,,1.0,1.0,1,,,,,0.8258,1.0,1.0,1.0,0.9524,0.8077,0,2.8676,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.398,1,75,84,9,1.12,2,1,6,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9071,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.406,1,75,84,9,1.12,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9071,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.414,1,75,82,7,1.0933333333333333,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9056,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.406,1,75,84,9,1.12,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9071,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1429,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.414,1,75,82,7,1.0933333333333333,1,0,5,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,2.9056,0.0
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.388,1,29,37,8,1.2758620689655173,3,2,2,0,1,0.0,1,0.6571428571428573,,,,1.0,1.0,1,,,,,0.8787,1.0,1.0,1.0,1.0,0.9615,0,2.8227,0.10210210210210204
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.2,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.495,1,41,49,8,1.1951219512195121,3,0,4,0,2,0.24,1,0.9040000000000001,,,,1.0,1.0,1,,,,,0.8135,1.0,1.0,1.0,0.8095,0.6538,0,2.8611,0.0
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.426,1,29,36,7,1.2413793103448276,1,0,5,0,1,0.15,1,0.39999999999999997,,,,1.0,1.0,1,,,,,0.8945,0.5,1.0,0.6667,1.0,0.9615,0,2.8246,0.45345345345345356
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.426,1,29,36,7,1.2413793103448276,1,0,5,0,1,0.15,1,0.39999999999999997,,,,1.0,1.0,1,,,,,0.8945,0.5,1.0,0.6667,1.0,0.9615,0,2.8246,0.45345345345345356
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,11,0.364,1,31,40,9,1.2903225806451613,2,1,6,0,1,0.0,1,0.65,,,,1.0,1.0,1,,,,,0.7757,1.0,1.0,1.0,0.9048,0.8077,0,2.8608,0.11186186186186191
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,9,0.393,1,31,38,7,1.2258064516129032,1,0,5,0,1,0.15,1,0.39999999999999997,,,,1.0,1.0,1,,,,,0.8125,0.5,1.0,0.6667,0.9048,0.8077,0,2.8597,0.45345345345345356
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,10,0.413,1,29,37,8,1.2758620689655173,3,0,4,0,2,0.24,1,0.37999999999999995,,,,1.0,1.0,1,,,,,0.8932,0.5,1.0,0.6667,1.0,0.9615,0,2.8227,0.4807807807807809
